170 		 18 		    238440   0.986149
171 		 20 		    238460   0.986232
172 		 33 		    238493   0.986368
173 		 15 		    238508   0.98643
174 		 25 		    238533   0.986534
175 		 11 		    238544   0.986579
176 		 21 		    238565   0.986666
177 		 13 		    238578   0.98672
178 		 21 		    238599   0.986807
179 		 22 		    238621   0.986898
180 		 17 		    238638   0.986968
181 		 17 		    238655   0.987038
182 		 10 		    238665   0.98708
183 		 17 		    238682   0.98715
184 		 23 		    238705   0.987245
185 		 12 		    238717   0.987295
186 		 26 		    238743   0.987402
187 		 15 		    238758   0.987464
188 		 14 		    238772   0.987522
189 		 15 		    238787   0.987584
190 		 13 		    238800   0.987638
191 		 23 		    238823   0.987733
192 		 45 		    238868   0.987919
193 		 13 		    238881   0.987973
194 		 15 		    238896   0.988035
195 		 16 		    238912   0.988101
196 		 14 		    238926   0.988159
197 		 15 		    238941   0.988221
198 		 19 		    238960   0.9883
199 		 23 		    238983   0.988395
200 		 20 		    239003   0.988478
201 		 19 		    239022   0.988556
202 		 14 		    239036   0.988614
203 		 14 		    239050   0.988672
204 		 13 		    239063   0.988726
205 		 8 		    239071   0.988759
206 		 11 		    239082   0.988804
207 		 12 		    239094   0.988854
208 		 16 		    239110   0.98892
209 		 16 		    239126   0.988986
210 		 10 		    239136   0.989028
211 		 15 		    239151   0.98909
212 		 9 		    239160   0.989127
213 		 13 		    239173   0.989181
214 		 9 		    239182   0.989218
215 		 7 		    239189   0.989247
216 		 16 		    239205   0.989313
217 		 10 		    239215   0.989354
218 		 14 		    239229   0.989412
219 		 6 		    239235   0.989437
220 		 14 		    239249   0.989495
221 		 11 		    239260   0.98954
222 		 11 		    239271   0.989586
223 		 7 		    239278   0.989615
224 		 18 		    239296   0.989689
225 		 12 		    239308   0.989739
226 		 12 		    239320   0.989789
227 		 10 		    239330   0.98983
228 		 19 		    239349   0.989909
229 		 10 		    239359   0.98995
230 		 13 		    239372   0.990004
231 		 7 		    239379   0.990033
232 		 13 		    239392   0.990086
233 		 10 		    239402   0.990128
234 		 7 		    239409   0.990157
235 		 15 		    239424   0.990219
236 		 22 		    239446   0.99031
237 		 12 		    239458   0.990359
238 		 9 		    239467   0.990397
239 		 14 		    239481   0.990454
240 		 10 		    239491   0.990496
241 		 13 		    239504   0.99055
242 		 11 		    239515   0.990595
243 		 9 		    239524   0.990632
244 		 18 		    239542   0.990707
245 		 2 		    239544   0.990715
246 		 9 		    239553   0.990752
247 		 10 		    239563   0.990794
248 		 9 		    239572   0.990831
249 		 5 		    239577   0.990852
250 		 7 		    239584   0.99088
251 		 11 		    239595   0.990926
252 		 6 		    239601   0.990951
253 		 6 		    239607   0.990976
254 		 7 		    239614   0.991005
255 		 5 		    239619   0.991025
256 		 11 		    239630   0.991071
257 		 7 		    239637   0.9911
258 		 5 		    239642   0.99112
259 		 4 		    239646   0.991137
260 		 8 		    239654   0.99117
261 		 9 		    239663   0.991207
262 		 9 		    239672   0.991244
263 		 9 		    239681   0.991282
264 		 6 		    239687   0.991306
265 		 5 		    239692   0.991327
266 		 9 		    239701   0.991364
267 		 4 		    239705   0.991381
268 		 17 		    239722   0.991451
269 		 10 		    239732   0.991493
270 		 8 		    239740   0.991526
271 		 9 		    239749   0.991563
272 		 2 		    239751   0.991571
273 		 8 		    239759   0.991604
274 		 7 		    239766   0.991633
275 		 8 		    239774   0.991666
276 		 7 		    239781   0.991695
277 		 5 		    239786   0.991716
278 		 11 		    239797   0.991761
279 		 8 		    239805   0.991794
280 		 13 		    239818   0.991848
281 		 13 		    239831   0.991902
282 		 3 		    239834   0.991914
283 		 8 		    239842   0.991948
284 		 7 		    239849   0.991976
285 		 6 		    239855   0.992001
286 		 4 		    239859   0.992018
287 		 9 		    239868   0.992055
288 		 10 		    239878   0.992096
289 		 4 		    239882   0.992113
290 		 4 		    239886   0.99213
291 		 6 		    239892   0.992154
292 		 3 		    239895   0.992167
293 		 5 		    239900   0.992187
294 		 89 		    239989   0.992555
295 		 4 		    239993   0.992572
296 		 7 		    240000   0.992601
297 		 7 		    240007   0.99263
298 		 3 		    240010   0.992642
299 		 2 		    240012   0.992651
300 		 5 		    240017   0.992671
301 		 9 		    240026   0.992709
302 		 5 		    240031   0.992729
303 		 6 		    240037   0.992754
304 		 5 		    240042   0.992775
305 		 8 		    240050   0.992808
306 		 3 		    240053   0.99282
307 		 5 		    240058   0.992841
308 		 7 		    240065   0.99287
309 		 2 		    240067   0.992878
310 		 7 		    240074   0.992907
311 		 0 		    240074   0.992907
312 		 9 		    240083   0.992944
313 		 8 		    240091   0.992977
314 		 5 		    240096   0.992998
315 		 4 		    240100   0.993015
316 		 14 		    240114   0.993072
317 		 4 		    240118   0.993089
318 		 9 		    240127   0.993126
319 		 1 		    240128   0.99313
320 		 6 		    240134   0.993155
321 		 3 		    240137   0.993168
322 		 1 		    240138   0.993172
323 		 2 		    240140   0.99318
324 		 6 		    240146   0.993205
325 		 1 		    240147   0.993209
326 		 2 		    240149   0.993217
327 		 3 		    240152   0.99323
328 		 15 		    240167   0.993292
329 		 5 		    240172   0.993312
330 		 6 		    240178   0.993337
331 		 5 		    240183   0.993358
332 		 3 		    240186   0.99337
333 		 4 		    240190   0.993387
334 		 3 		    240193   0.993399
335 		 9 		    240202   0.993436
336 		 4 		    240206   0.993453
337 		 5 		    240211   0.993474
338 		 4 		    240215   0.99349
339 		 6 		    240221   0.993515
340 		 24 		    240245   0.993614
341 		 1 		    240246   0.993618
342 		 3 		    240249   0.993631
343 		 0 		    240249   0.993631
344 		 7 		    240256   0.99366
345 		 4 		    240260   0.993676
346 		 5 		    240265   0.993697
347 		 1 		    240266   0.993701
348 		 6 		    240272   0.993726
349 		 5 		    240277   0.993747
350 		 4 		    240281   0.993763
351 		 2 		    240283   0.993771
352 		 6 		    240289   0.993796
353 		 5 		    240294   0.993817
354 		 2 		    240296   0.993825
355 		 3 		    240299   0.993838
356 		 6 		    240305   0.993862
357 		 7 		    240312   0.993891
358 		 3 		    240315   0.993904
359 		 3 		    240318   0.993916
360 		 6 		    240324   0.993941
361 		 1 		    240325   0.993945
362 		 4 		    240329   0.993962
363 		 5 		    240334   0.993982
364 		 1 		    240335   0.993986
365 		 2 		    240337   0.993995
366 		 4 		    240341   0.994011
367 		 4 		    240345   0.994028
368 		 7 		    240352   0.994057
369 		 3 		    240355   0.994069
370 		 4 		    240359   0.994086
371 		 0 		    240359   0.994086
372 		 7 		    240366   0.994115
373 		 3 		    240369   0.994127
374 		 2 		    240371   0.994135
375 		 5 		    240376   0.994156
376 		 6 		    240382   0.994181
377 		 3 		    240385   0.994193
378 		 7 		    240392   0.994222
379 		 2 		    240394   0.994231
380 		 6 		    240400   0.994255
381 		 4 		    240404   0.994272
382 		 4 		    240408   0.994288
383 		 2 		    240410   0.994297
384 		 2 		    240412   0.994305
385 		 1 		    240413   0.994309
386 		 4 		    240417   0.994326
387 		 0 		    240417   0.994326
388 		 10 		    240427   0.994367
389 		 5 		    240432   0.994388
390 		 2 		    240434   0.994396
391 		 6 		    240440   0.994421
392 		 2 		    240442   0.994429
393 		 1 		    240443   0.994433
394 		 5 		    240448   0.994454
395 		 2 		    240450   0.994462
396 		 2 		    240452   0.99447
397 		 8 		    240460   0.994503
398 		 3 		    240463   0.994516
399 		 5 		    240468   0.994537
400 		 3 		    240471   0.994549
401 		 5 		    240476   0.99457
402 		 3 		    240479   0.994582
403 		 4 		    240483   0.994599
404 		 5 		    240488   0.994619
405 		 1 		    240489   0.994623
406 		 3 		    240492   0.994636
407 		 5 		    240497   0.994656
408 		 7 		    240504   0.994685
409 		 3 		    240507   0.994698
410 		 2 		    240509   0.994706
411 		 3 		    240512   0.994719
412 		 4 		    240516   0.994735
413 		 2 		    240518   0.994743
414 		 3 		    240521   0.994756
415 		 4 		    240525   0.994772
416 		 3 		    240528   0.994785
417 		 4 		    240532   0.994801
418 		 1 		    240533   0.994805
419 		 3 		    240536   0.994818
420 		 4 		    240540   0.994834
421 		 3 		    240543   0.994847
422 		 2 		    240545   0.994855
423 		 1 		    240546   0.994859
424 		 1 		    240547   0.994863
425 		 4 		    240551   0.99488
426 		 5 		    240556   0.994901
427 		 1 		    240557   0.994905
428 		 3 		    240560   0.994917
429 		 3 		    240563   0.994929
430 		 1 		    240564   0.994934
431 		 7 		    240571   0.994963
432 		 0 		    240571   0.994963
433 		 2 		    240573   0.994971
434 		 6 		    240579   0.994996
435 		 0 		    240579   0.994996
436 		 2 		    240581   0.995004
437 		 4 		    240585   0.99502
438 		 3 		    240588   0.995033
439 		 0 		    240588   0.995033
440 		 3 		    240591   0.995045
441 		 3 		    240594   0.995058
442 		 2 		    240596   0.995066
443 		 2 		    240598   0.995074
444 		 2 		    240600   0.995082
445 		 3 		    240603   0.995095
446 		 2 		    240605   0.995103
447 		 2 		    240607   0.995111
448 		 4 		    240611   0.995128
449 		 4 		    240615   0.995145
450 		 2 		    240617   0.995153
451 		 0 		    240617   0.995153
452 		 4 		    240621   0.995169
453 		 1 		    240622   0.995173
454 		 2 		    240624   0.995182
455 		 1 		    240625   0.995186
456 		 1 		    240626   0.99519
457 		 4 		    240630   0.995207
458 		 0 		    240630   0.995207
459 		 0 		    240630   0.995207
460 		 9 		    240639   0.995244
461 		 4 		    240643   0.99526
462 		 2 		    240645   0.995269
463 		 1 		    240646   0.995273
464 		 3 		    240649   0.995285
465 		 0 		    240649   0.995285
466 		 5 		    240654   0.995306
467 		 2 		    240656   0.995314
468 		 3 		    240659   0.995327
469 		 0 		    240659   0.995327
470 		 3 		    240662   0.995339
471 		 0 		    240662   0.995339
472 		 4 		    240666   0.995355
473 		 1 		    240667   0.99536
474 		 1 		    240668   0.995364
475 		 2 		    240670   0.995372
476 		 1 		    240671   0.995376
477 		 2 		    240673   0.995384
478 		 3 		    240676   0.995397
479 		 1 		    240677   0.995401
480 		 1 		    240678   0.995405
481 		 1 		    240679   0.995409
482 		 5 		    240684   0.99543
483 		 2 		    240686   0.995438
484 		 1 		    240687   0.995442
485 		 0 		    240687   0.995442
486 		 0 		    240687   0.995442
487 		 3 		    240690   0.995455
488 		 4 		    240694   0.995471
489 		 1 		    240695   0.995475
490 		 1 		    240696   0.99548
491 		 3 		    240699   0.995492
492 		 3 		    240702   0.995504
493 		 1 		    240703   0.995508
494 		 2 		    240705   0.995517
495 		 1 		    240706   0.995521
496 		 1 		    240707   0.995525
497 		 0 		    240707   0.995525
498 		 2 		    240709   0.995533
499 		 4 		    240713   0.99555
500 		 4 		    240717   0.995566
501 		 3 		    240720   0.995579
502 		 1 		    240721   0.995583
503 		 1 		    240722   0.995587
504 		 4 		    240726   0.995604
505 		 2 		    240728   0.995612
506 		 2 		    240730   0.99562
507 		 1 		    240731   0.995624
508 		 0 		    240731   0.995624
509 		 0 		    240731   0.995624
510 		 0 		    240731   0.995624
511 		 0 		    240731   0.995624
512 		 0 		    240731   0.995624
513 		 2 		    240733   0.995633
514 		 1 		    240734   0.995637
515 		 1 		    240735   0.995641
516 		 2 		    240737   0.995649
517 		 0 		    240737   0.995649
518 		 3 		    240740   0.995662
519 		 1 		    240741   0.995666
520 		 2 		    240743   0.995674
521 		 1 		    240744   0.995678
522 		 4 		    240748   0.995695
523 		 2 		    240750   0.995703
524 		 1 		    240751   0.995707
525 		 2 		    240753   0.995715
526 		 3 		    240756   0.995728
527 		 0 		    240756   0.995728
528 		 0 		    240756   0.995728
529 		 1 		    240757   0.995732
530 		 0 		    240757   0.995732
531 		 0 		    240757   0.995732
532 		 8 		    240765   0.995765
533 		 4 		    240769   0.995781
534 		 2 		    240771   0.99579
535 		 4 		    240775   0.995806
536 		 3 		    240778   0.995819
537 		 2 		    240780   0.995827
538 		 2 		    240782   0.995835
539 		 0 		    240782   0.995835
540 		 3 		    240785   0.995848
541 		 3 		    240788   0.99586
542 		 1 		    240789   0.995864
543 		 2 		    240791   0.995872
544 		 4 		    240795   0.995889
545 		 1 		    240796   0.995893
546 		 1 		    240797   0.995897
547 		 1 		    240798   0.995901
548 		 2 		    240800   0.99591
549 		 2 		    240802   0.995918
550 		 2 		    240804   0.995926
551 		 2 		    240806   0.995934
552 		 4 		    240810   0.995951
553 		 1 		    240811   0.995955
554 		 0 		    240811   0.995955
555 		 3 		    240814   0.995968
556 		 1 		    240815   0.995972
557 		 2 		    240817   0.99598
558 		 2 		    240819   0.995988
559 		 2 		    240821   0.995997
560 		 3 		    240824   0.996009
561 		 1 		    240825   0.996013
562 		 2 		    240827   0.996021
563 		 1 		    240828   0.996025
564 		 1 		    240829   0.99603
565 		 1 		    240830   0.996034
566 		 1 		    240831   0.996038
567 		 1 		    240832   0.996042
568 		 2 		    240834   0.99605
569 		 4 		    240838   0.996067
570 		 1 		    240839   0.996071
571 		 4 		    240843   0.996087
572 		 2 		    240845   0.996096
573 		 2 		    240847   0.996104
574 		 1 		    240848   0.996108
575 		 1 		    240849   0.996112
576 		 0 		    240849   0.996112
577 		 0 		    240849   0.996112
578 		 2 		    240851   0.996121
579 		 4 		    240855   0.996137
580 		 0 		    240855   0.996137
581 		 0 		    240855   0.996137
582 		 0 		    240855   0.996137
583 		 2 		    240857   0.996145
584 		 1 		    240858   0.99615
585 		 0 		    240858   0.99615
586 		 0 		    240858   0.99615
587 		 2 		    240860   0.996158
588 		 3 		    240863   0.99617
589 		 0 		    240863   0.99617
590 		 5 		    240868   0.996191
591 		 1 		    240869   0.996195
592 		 4 		    240873   0.996212
593 		 0 		    240873   0.996212
594 		 3 		    240876   0.996224
595 		 1 		    240877   0.996228
596 		 2 		    240879   0.996236
597 		 1 		    240880   0.996241
598 		 5 		    240885   0.996261
599 		 4 		    240889   0.996278
600 		 3 		    240892   0.99629
601 		 2 		    240894   0.996298
602 		 0 		    240894   0.996298
603 		 2 		    240896   0.996307
604 		 5 		    240901   0.996327
605 		 2 		    240903   0.996336
606 		 1 		    240904   0.99634
607 		 1 		    240905   0.996344
608 		 0 		    240905   0.996344
609 		 0 		    240905   0.996344
610 		 0 		    240905   0.996344
611 		 1 		    240906   0.996348
612 		 1 		    240907   0.996352
613 		 1 		    240908   0.996356
614 		 2 		    240910   0.996365
615 		 0 		    240910   0.996365
616 		 1 		    240911   0.996369
617 		 1 		    240912   0.996373
618 		 1 		    240913   0.996377
619 		 1 		    240914   0.996381
620 		 3 		    240917   0.996394
621 		 4 		    240921   0.99641
622 		 1 		    240922   0.996414
623 		 1 		    240923   0.996418
624 		 0 		    240923   0.996418
625 		 0 		    240923   0.996418
626 		 0 		    240923   0.996418
627 		 1 		    240924   0.996423
628 		 1 		    240925   0.996427
629 		 1 		    240926   0.996431
630 		 0 		    240926   0.996431
631 		 1 		    240927   0.996435
632 		 3 		    240930   0.996447
633 		 2 		    240932   0.996456
634 		 0 		    240932   0.996456
635 		 2 		    240934   0.996464
636 		 2 		    240936   0.996472
637 		 0 		    240936   0.996472
638 		 1 		    240937   0.996476
639 		 1 		    240938   0.99648
640 		 3 		    240941   0.996493
641 		 3 		    240944   0.996505
642 		 2 		    240946   0.996513
643 		 1 		    240947   0.996518
644 		 1 		    240948   0.996522
645 		 0 		    240948   0.996522
646 		 0 		    240948   0.996522
647 		 2 		    240950   0.99653
648 		 1 		    240951   0.996534
649 		 1 		    240952   0.996538
650 		 0 		    240952   0.996538
651 		 3 		    240955   0.996551
652 		 2 		    240957   0.996559
653 		 1 		    240958   0.996563
654 		 2 		    240960   0.996571
655 		 2 		    240962   0.99658
656 		 0 		    240962   0.99658
657 		 1 		    240963   0.996584
658 		 1 		    240964   0.996588
659 		 1 		    240965   0.996592
660 		 2 		    240967   0.9966
661 		 0 		    240967   0.9966
662 		 0 		    240967   0.9966
663 		 2 		    240969   0.996609
664 		 1 		    240970   0.996613
665 		 3 		    240973   0.996625
666 		 3 		    240976   0.996638
667 		 0 		    240976   0.996638
668 		 0 		    240976   0.996638
669 		 3 		    240979   0.99665
670 		 1 		    240980   0.996654
671 		 2 		    240982   0.996662
672 		 0 		    240982   0.996662
673 		 1 		    240983   0.996667
674 		 1 		    240984   0.996671
675 		 1 		    240985   0.996675
676 		 1 		    240986   0.996679
677 		 2 		    240988   0.996687
678 		 1 		    240989   0.996691
679 		 1 		    240990   0.996695
680 		 2 		    240992   0.996704
681 		 0 		    240992   0.996704
682 		 1 		    240993   0.996708
683 		 3 		    240996   0.99672
684 		 1 		    240997   0.996724
685 		 1 		    240998   0.996729
686 		 1 		    240999   0.996733
687 		 0 		    240999   0.996733
688 		 0 		    240999   0.996733
689 		 3 		    241002   0.996745
690 		 1 		    241003   0.996749
691 		 0 		    241003   0.996749
692 		 0 		    241003   0.996749
693 		 2 		    241005   0.996758
694 		 1 		    241006   0.996762
695 		 0 		    241006   0.996762
696 		 3 		    241009   0.996774
697 		 0 		    241009   0.996774
698 		 1 		    241010   0.996778
699 		 1 		    241011   0.996782
700 		 2 		    241013   0.996791
701 		 4 		    241017   0.996807
702 		 2 		    241019   0.996815
703 		 2 		    241021   0.996824
704 		 3 		    241024   0.996836
705 		 0 		    241024   0.996836
706 		 2 		    241026   0.996844
707 		 5 		    241031   0.996865
708 		 0 		    241031   0.996865
709 		 0 		    241031   0.996865
710 		 1 		    241032   0.996869
711 		 5 		    241037   0.99689
712 		 2 		    241039   0.996898
713 		 1 		    241040   0.996902
714 		 0 		    241040   0.996902
715 		 4 		    241044   0.996919
716 		 0 		    241044   0.996919
717 		 1 		    241045   0.996923
718 		 12 		    241057   0.996973
719 		 0 		    241057   0.996973
720 		 3 		    241060   0.996985
721 		 1 		    241061   0.996989
722 		 0 		    241061   0.996989
723 		 0 		    241061   0.996989
724 		 2 		    241063   0.996997
725 		 0 		    241063   0.996997
726 		 0 		    241063   0.996997
727 		 1 		    241064   0.997002
728 		 1 		    241065   0.997006
729 		 0 		    241065   0.997006
730 		 0 		    241065   0.997006
731 		 1 		    241066   0.99701
732 		 1 		    241067   0.997014
733 		 4 		    241071   0.99703
734 		 1 		    241072   0.997035
735 		 0 		    241072   0.997035
736 		 3 		    241075   0.997047
737 		 0 		    241075   0.997047
738 		 1 		    241076   0.997051
739 		 1 		    241077   0.997055
740 		 1 		    241078   0.997059
741 		 1 		    241079   0.997064
742 		 1 		    241080   0.997068
743 		 1 		    241081   0.997072
744 		 3 		    241084   0.997084
745 		 1 		    241085   0.997088
746 		 0 		    241085   0.997088
747 		 3 		    241088   0.997101
748 		 0 		    241088   0.997101
749 		 2 		    241090   0.997109
750 		 1 		    241091   0.997113
751 		 1 		    241092   0.997117
752 		 0 		    241092   0.997117
753 		 2 		    241094   0.997126
754 		 0 		    241094   0.997126
755 		 2 		    241096   0.997134
756 		 3 		    241099   0.997146
757 		 0 		    241099   0.997146
758 		 0 		    241099   0.997146
759 		 0 		    241099   0.997146
760 		 0 		    241099   0.997146
761 		 2 		    241101   0.997155
762 		 0 		    241101   0.997155
763 		 1 		    241102   0.997159
764 		 0 		    241102   0.997159
765 		 0 		    241102   0.997159
766 		 0 		    241102   0.997159
767 		 2 		    241104   0.997167
768 		 2 		    241106   0.997175
769 		 0 		    241106   0.997175
770 		 1 		    241107   0.997179
771 		 3 		    241110   0.997192
772 		 1 		    241111   0.997196
773 		 0 		    241111   0.997196
774 		 1 		    241112   0.9972
775 		 0 		    241112   0.9972
776 		 3 		    241115   0.997212
777 		 0 		    241115   0.997212
778 		 0 		    241115   0.997212
779 		 0 		    241115   0.997212
780 		 1 		    241116   0.997217
781 		 0 		    241116   0.997217
782 		 0 		    241116   0.997217
783 		 2 		    241118   0.997225
784 		 0 		    241118   0.997225
785 		 2 		    241120   0.997233
786 		 0 		    241120   0.997233
787 		 0 		    241120   0.997233
788 		 4 		    241124   0.99725
789 		 0 		    241124   0.99725
790 		 0 		    241124   0.99725
791 		 1 		    241125   0.997254
792 		 0 		    241125   0.997254
793 		 1 		    241126   0.997258
794 		 0 		    241126   0.997258
795 		 1 		    241127   0.997262
796 		 0 		    241127   0.997262
797 		 1 		    241128   0.997266
798 		 0 		    241128   0.997266
799 		 0 		    241128   0.997266
800 		 0 		    241128   0.997266
801 		 0 		    241128   0.997266
802 		 1 		    241129   0.99727
803 		 0 		    241129   0.99727
804 		 2 		    241131   0.997279
805 		 2 		    241133   0.997287
806 		 2 		    241135   0.997295
807 		 3 		    241138   0.997308
808 		 3 		    241141   0.99732
809 		 1 		    241142   0.997324
810 		 0 		    241142   0.997324
811 		 0 		    241142   0.997324
812 		 0 		    241142   0.997324
813 		 1 		    241143   0.997328
814 		 1 		    241144   0.997332
815 		 0 		    241144   0.997332
816 		 0 		    241144   0.997332
817 		 0 		    241144   0.997332
818 		 0 		    241144   0.997332
819 		 1 		    241145   0.997337
820 		 0 		    241145   0.997337
821 		 0 		    241145   0.997337
822 		 8 		    241153   0.99737
823 		 0 		    241153   0.99737
824 		 0 		    241153   0.99737
825 		 1 		    241154   0.997374
826 		 0 		    241154   0.997374
827 		 0 		    241154   0.997374
828 		 0 		    241154   0.997374
829 		 0 		    241154   0.997374
830 		 2 		    241156   0.997382
831 		 3 		    241159   0.997394
832 		 0 		    241159   0.997394
833 		 0 		    241159   0.997394
834 		 4 		    241163   0.997411
835 		 1 		    241164   0.997415
836 		 2 		    241166   0.997423
837 		 3 		    241169   0.997436
838 		 1 		    241170   0.99744
839 		 1 		    241171   0.997444
840 		 1 		    241172   0.997448
841 		 3 		    241175   0.997461
842 		 1 		    241176   0.997465
843 		 1 		    241177   0.997469
844 		 0 		    241177   0.997469
845 		 0 		    241177   0.997469
846 		 0 		    241177   0.997469
847 		 0 		    241177   0.997469
848 		 0 		    241177   0.997469
849 		 3 		    241180   0.997481
850 		 0 		    241180   0.997481
851 		 0 		    241180   0.997481
852 		 0 		    241180   0.997481
853 		 2 		    241182   0.99749
854 		 1 		    241183   0.997494
855 		 2 		    241185   0.997502
856 		 0 		    241185   0.997502
857 		 0 		    241185   0.997502
858 		 0 		    241185   0.997502
859 		 0 		    241185   0.997502
860 		 0 		    241185   0.997502
861 		 0 		    241185   0.997502
862 		 0 		    241185   0.997502
863 		 1 		    241186   0.997506
864 		 0 		    241186   0.997506
865 		 0 		    241186   0.997506
866 		 1 		    241187   0.99751
867 		 0 		    241187   0.99751
868 		 0 		    241187   0.99751
869 		 0 		    241187   0.99751
870 		 0 		    241187   0.99751
871 		 3 		    241190   0.997523
872 		 1 		    241191   0.997527
